3.041839599609375000e-02 4.000000000000000000e+01
3.083038330078125000e-02 3.999961090087890625e+01
3.247070312500000000e-02 3.999952697753906250e+01
3.291320800781250000e-02 3.999913787841796875e+01
2.958679199218750000e-02 3.999580383300781250e+01
2.952575683593750000e-02 3.999499511718750000e+01
2.869415283203125000e-02 3.999417114257812500e+01
2.872467041015625000e-02 3.999330139160156250e+01
2.786254882812500000e-02 3.999250030517578125e+01
2.788543701171875000e-02 3.998997497558593750e+01
2.703094482421875000e-02 3.998913574218750000e+01
2.708435058593750000e-02 3.998663330078125000e+01
2.619171142578125000e-02 3.998580932617187500e+01
2.619171142578125000e-02 3.998493957519531250e+01
2.539062500000000000e-02 3.998419189453125000e+01
2.539062500000000000e-02 3.998246765136718750e+01
2.452850341796875000e-02 3.998164367675781250e+01
2.458190917968750000e-02 3.998080444335937500e+01
2.371978759765625000e-02 3.997997283935546875e+01
2.371978759765625000e-02 3.997663879394531250e+01
2.458190917968750000e-02 3.997580718994140625e+01
2.452850341796875000e-02 3.997494506835937500e+01
2.786254882812500000e-02 3.997166442871093750e+01
2.791595458984375000e-02 3.996913909912109375e+01
2.747344970703125000e-02 3.996875000000000000e+01
2.583312988281250000e-02 3.997041320800781250e+01
2.494049072265625000e-02 3.997039031982421875e+01
2.246856689453125000e-02 3.997288513183593750e+01
2.161407470703125000e-02 3.997208404541015625e+01
1.997375488281250000e-02 3.997208404541015625e+01
1.958465576171875000e-02 3.997247314453125000e+01
1.950073242187500000e-02 3.997413635253906250e+01
1.919555664062500000e-02 3.997457885742187500e+01
1.830291748046875000e-02 3.997455596923828125e+01
1.708221435546875000e-02 3.997332763671875000e+01
1.708221435546875000e-02 3.997166442871093750e+01
1.786041259765625000e-02 3.997083282470703125e+01
1.744079589843750000e-02 3.997041320800781250e+01
1.499938964843750000e-02 3.997041320800781250e+01
1.455688476562500000e-02 3.997000122070312500e+01
1.580810546875000000e-02 3.996871948242187500e+01
1.830291748046875000e-02 3.996871948242187500e+01
1.919555664062500000e-02 3.996955871582031250e+01
1.994323730468750000e-02 3.996958160400390625e+01
2.077484130859375000e-02 3.997039031982421875e+01
2.330780029296875000e-02 3.997041320800781250e+01
2.371978759765625000e-02 3.996997070312500000e+01
2.371978759765625000e-02 3.996916198730468750e+01
2.330780029296875000e-02 3.996875000000000000e+01
2.169036865234375000e-02 3.996868896484375000e+01
2.083587646484375000e-02 3.996794128417968750e+01
1.999664306640625000e-02 3.996791839599609375e+01
1.914215087890625000e-02 3.996702575683593750e+01
1.580810546875000000e-02 3.996705627441406250e+01
1.502990722656250000e-02 3.996791839599609375e+01
1.413726806640625000e-02 3.996794128417968750e+01
1.327514648437500000e-02 3.996878051757812500e+01
1.083374023437500000e-02 3.996871948242187500e+01
1.039123535156250000e-02 3.996830749511718750e+01
1.039123535156250000e-02 3.996664428710937500e+01
9.559631347656250000e-03 3.996583557128906250e+01
9.529113769531250000e-03 3.996417236328125000e+01
7.919311523437500000e-03 3.996247100830078125e+01
7.888793945312500000e-03 3.995913696289062500e+01
7.057189941406250000e-03 3.995832824707031250e+01
7.080078125000000000e-03 3.995581054687500000e+01
6.225585937500000000e-03 3.995497131347656250e+01
6.248474121093750000e-03 3.995080566406250000e+01
5.386352539062500000e-03 3.994996643066406250e+01
5.363464355468750000e-03 3.994919586181640625e+01
4.585266113281250000e-03 3.994830322265625000e+01
4.554748535156250000e-03 3.994749450683593750e+01
3.776550292968750000e-03 3.994660949707031250e+01
3.723144531250000000e-03 3.994078063964843750e+01
2.861022949218750000e-03 3.993997192382812500e+01
